t,rhoc,errD,Mb,q00,q20,q22,vatm
154.829,1.2795070797e-03,3.840407e-04,1.5058473371e+00,1.5058259670e+00,-1.3289020162e-15,-2.6481971747e-15,0.0000e+00
155.855,1.2794664569e-03,4.106576e-04,1.5058473222e+00,1.5058259527e+00,-5.1152747910e-15,-6.9340992277e-17,0.0000e+00
156.880,1.2794369791e-03,4.449622e-04,1.5058473080e+00,1.5058259390e+00,4.9690793756e-15,9.6704570439e-17,0.0000e+00
157.905,1.2794220804e-03,4.851327e-04,1.5058472945e+00,1.5058259258e+00,-9.9501116990e-15,5.9451599794e-16,0.0000e+00
158.931,1.2794235524e-03,5.291450e-04,1.5058472818e+00,1.5058259130e+00,-1.4353734323e-14,1.8263865063e-15,0.0000e+00
159.956,1.2794410287e-03,5.742978e-04,1.5058472698e+00,1.5058259008e+00,4.5948806204e-15,-9.9896304002e-16,0.0000e+00
160.982,1.2794718716e-03,6.179527e-04,1.5058472587e+00,1.5058258891e+00,1.7882401681e-14,1.5890817558e-15,0.0000e+00
162.007,1.2795114847e-03,6.581562e-04,1.5058472483e+00,1.5058258781e+00,-2.1902058207e-14,1.6092479162e-15,0.0000e+00
163.032,1.2795539823e-03,6.937370e-04,1.5058472387e+00,1.5058258678e+00,-1.0973910156e-14,1.8610809758e-15,0.0000e+00
164.058,1.2795930704e-03,7.241746e-04,1.5058472298e+00,1.5058258583e+00,-2.0853661783e-14,-2.9279506003e-16,0.0000e+00
165.083,1.2796229641e-03,7.494028e-04,1.5058472217e+00,1.5058258497e+00,-9.6388235798e-15,-1.3323009980e-15,0.0000e+00
166.108,1.2796391634e-03,7.696353e-04,1.5058472144e+00,1.5058258421e+00,-1.8848129238e-15,-2.5735769602e-15,0.0000e+00
167.134,1.2796389602e-03,7.852561e-04,1.5058472078e+00,1.5058258355e+00,-1.7924486307e-14,-4.3702105402e-16,0.0000e+00
168.159,1.2796216109e-03,7.967643e-04,1.5058472020e+00,1.5058258299e+00,-3.0292018647e-15,-1.7168675085e-15,0.0000e+00
169.184,1.2795881903e-03,8.047410e-04,1.5058471969e+00,1.5058258255e+00,-2.2700003589e-16,8.2583053144e-16,0.0000e+00
170.210,1.2795412026e-03,8.098041e-04,1.5058471927e+00,1.5058258220e+00,-1.1961930016e-14,3.6841940339e-15,0.0000e+00
