t,rhoc,errD,Mb,fd_fraction,vatm
183.045,1.2814450920e-03,1.216720e-03,1.5061786239e+00,0.0952,5.9137e-03
183.663,1.2813853270e-03,1.222585e-03,1.5061786239e+00,0.0952,3.9311e-03
184.282,1.2812856422e-03,1.236138e-03,1.5061786239e+00,0.0952,1.6551e-03
184.900,1.2811496446e-03,1.257246e-03,1.5061786239e+00,0.0952,8.7690e-04
185.518,1.2809821801e-03,1.285487e-03,1.5061786239e+00,0.0952,3.5181e-03
186.137,1.2807890940e-03,1.320788e-03,1.5061786239e+00,0.0952,5.8938e-03
186.755,1.2805769560e-03,1.362255e-03,1.5061786239e+00,0.0952,7.7636e-03
187.374,1.2803527607e-03,1.409458e-03,1.5061786239e+00,0.0952,9.0071e-03
187.992,1.2801236122e-03,1.462110e-03,1.5061786239e+00,0.0952,9.5768e-03
188.610,1.2798964109e-03,1.519089e-03,1.5061786239e+00,0.0952,9.4699e-03
189.229,1.2796775589e-03,1.579400e-03,1.5061786239e+00,0.0952,8.8172e-03
