t,rhoc,errD,Mb,q00,q20,q22,vatm
185.921,1.2817972951e-03,1.601355e-03,1.5062604197e+00,1.5062596268e+00,-3.3486584454e-02,2.0884183338e-16,1.5690e-01
186.966,1.2820299103e-03,1.671241e-03,1.5062628437e+00,1.5062620507e+00,-3.3645920289e-02,7.1170689172e-15,1.6208e-01
188.010,1.2822539874e-03,1.726688e-03,1.5062645867e+00,1.5062637936e+00,-3.3636860783e-02,3.8616500065e-15,1.6960e-01
189.055,1.2824566831e-03,1.762196e-03,1.5062670825e+00,1.5062662892e+00,-3.3554212717e-02,8.3497985005e-16,1.7628e-01
190.099,1.2826231023e-03,1.776255e-03,1.5062686452e+00,1.5062678518e+00,-3.3253468743e-02,-7.3649139567e-17,1.8161e-01
191.144,1.2827376329e-03,1.765193e-03,1.5062702614e+00,1.5062694679e+00,-3.2849072750e-02,-2.1038310497e-15,1.8591e-01
192.188,1.2827856041e-03,1.725145e-03,1.5062719967e+00,1.5062712032e+00,-3.2314328122e-02,3.2559608768e-15,1.8929e-01
193.233,1.2827549213e-03,1.656959e-03,1.5062733931e+00,1.5062725996e+00,-3.1636614919e-02,3.8807809800e-15,1.9030e-01
194.277,1.2826374041e-03,1.559913e-03,1.5062746935e+00,1.5062739001e+00,-3.0874465095e-02,-7.2433094040e-16,1.9168e-01
195.322,1.2824297136e-03,1.438649e-03,1.5062754771e+00,1.5062746838e+00,-2.9971035292e-02,6.2063619918e-15,1.9372e-01
196.366,1.2821338616e-03,1.298648e-03,1.5062761782e+00,1.5062753851e+00,-2.8940966509e-02,4.8326301691e-15,1.9364e-01
197.411,1.2817573585e-03,1.151519e-03,1.5062769457e+00,1.5062761528e+00,-2.7772060521e-02,1.2887146084e-15,1.9496e-01
198.455,1.2813129803e-03,1.015207e-03,1.5062773431e+00,1.5062765505e+00,-2.6501889218e-02,4.2353910964e-15,1.9710e-01
199.500,1.2808181419e-03,9.143592e-04,1.5062777940e+00,1.5062770017e+00,-2.5144901164e-02,2.6385356937e-15,1.9915e-01
200.544,1.2802938316e-03,8.766094e-04,1.5062782012e+00,1.5062774092e+00,-2.3711973732e-02,3.1919780941e-15,2.0254e-01
201.589,1.2797631398e-03,9.150029e-04,1.5062785099e+00,1.5062777183e+00,-2.2208727830e-02,4.9771733040e-16,2.0147e-01
