t,rhoc,errD,Mb,q00,q20,q22,vatm
129.195,1.2799999990e-03,4.971174e-16,1.5058467803e+00,1.5058254019e+00,-3.2924734850e-15,-1.7215837880e-15,0.0000e+00
130.221,1.2799999990e-03,4.973800e-16,1.5058467803e+00,1.5058254019e+00,-3.2924734850e-15,-1.6660726368e-15,0.0000e+00
131.246,1.2799999990e-03,4.984456e-16,1.5058467803e+00,1.5058254019e+00,-3.2924734850e-15,-1.6660726368e-15,0.0000e+00
132.271,1.2799999990e-03,4.999652e-16,1.5058467803e+00,1.5058254019e+00,-3.2924734850e-15,-1.6660726368e-15,0.0000e+00
133.297,1.2799999990e-03,5.003821e-16,1.5058467803e+00,1.5058254019e+00,-3.4034957875e-15,-1.6660726368e-15,0.0000e+00
134.322,1.2799999990e-03,5.023301e-16,1.5058467803e+00,1.5058254019e+00,-3.4034957875e-15,-1.5550503343e-15,0.0000e+00
135.348,1.2799999990e-03,5.044873e-16,1.5058467803e+00,1.5058254019e+00,-3.0704288801e-15,-1.6088267620e-15,0.0000e+00
136.373,1.2799999990e-03,5.068265e-16,1.5058467803e+00,1.5058254019e+00,-3.0704288801e-15,-1.6643379133e-15,0.0000e+00
137.398,1.2799999990e-03,5.079098e-16,1.5058467803e+00,1.5058254019e+00,-3.0704288801e-15,-1.6643379133e-15,0.0000e+00
138.424,1.2799999990e-03,5.093914e-16,1.5058467803e+00,1.5058254019e+00,-3.0704288801e-15,-1.6088267620e-15,0.0000e+00
139.449,1.2799999990e-03,5.113869e-16,1.5058467803e+00,1.5058254019e+00,-3.0704288801e-15,-1.6088267620e-15,0.0000e+00
140.474,1.2799999990e-03,5.119226e-16,1.5058467803e+00,1.5058254019e+00,-3.0704288801e-15,-1.6088267620e-15,0.0000e+00
141.500,1.2799999990e-03,5.122752e-16,1.5058467803e+00,1.5058254019e+00,-3.0704288801e-15,-1.5394378230e-15,0.0000e+00
142.525,1.2799999990e-03,5.142121e-16,1.5058467803e+00,1.5058254019e+00,-3.0287955167e-15,-1.5949489742e-15,0.0000e+00
143.550,1.2799999990e-03,5.144900e-16,1.5058467803e+00,1.5058254019e+00,-3.0287955167e-15,-1.5949489742e-15,0.0000e+00
144.576,1.2799999990e-03,5.148264e-16,1.5058467803e+00,1.5058254019e+00,-3.0287955167e-15,-1.5949489742e-15,0.0000e+00
145.601,1.2799999990e-03,5.156288e-16,1.5058467803e+00,1.5058254019e+00,-3.0287955167e-15,-1.5949489742e-15,0.0000e+00
146.627,1.2799999990e-03,5.151940e-16,1.5058467803e+00,1.5058254019e+00,-3.0287955167e-15,-1.4839266718e-15,0.0000e+00
147.652,1.2799999990e-03,5.154428e-16,1.5058467803e+00,1.5058254019e+00,-3.0287955167e-15,-2.3165939402e-15,0.0000e+00
148.677,1.2799999990e-03,5.154417e-16,1.5058467803e+00,1.5058254019e+00,-2.9177732142e-15,-2.3165939402e-15,0.0000e+00
149.703,1.2799999990e-03,5.168055e-16,1.5058467803e+00,1.5058254019e+00,-2.9177732142e-15,-2.3165939402e-15,0.0000e+00
150.728,1.2799999990e-03,5.174469e-16,1.5058467803e+00,1.5058254019e+00,-2.9177732142e-15,-2.4276162427e-15,0.0000e+00
151.753,1.2799999990e-03,5.188761e-16,1.5058467803e+00,1.5058254019e+00,-2.9177732142e-15,-2.3165939402e-15,0.0000e+00
152.779,1.2799999990e-03,5.196259e-16,1.5058467803e+00,1.5058254019e+00,-3.0287955167e-15,-1.7614824279e-15,0.0000e+00
153.804,1.2799999990e-03,5.202326e-16,1.5058467803e+00,1.5058254019e+00,-2.9732843654e-15,-1.7337268523e-15,0.0000e+00
154.829,1.2799999990e-03,5.204479e-16,1.5058467803e+00,1.5058254019e+00,-2.9732843654e-15,-8.4381370914e-16,0.0000e+00
155.855,1.2799999990e-03,5.214391e-16,1.5058467803e+00,1.5058254019e+00,-2.9732843654e-15,-8.1605813352e-16,0.0000e+00
156.880,1.2799999990e-03,5.217851e-16,1.5058467803e+00,1.5058254019e+00,-2.9732843654e-15,-8.1605813352e-16,0.0000e+00
157.905,1.2799999990e-03,5.227265e-16,1.5058467803e+00,1.5058254019e+00,-2.9732843654e-15,-8.0911923962e-16,0.0000e+00
158.931,1.2799999990e-03,5.225351e-16,1.5058467803e+00,1.5058254019e+00,-2.9732843654e-15,-8.0911923962e-16,0.0000e+00
159.956,1.2799999990e-03,5.246722e-16,1.5058467803e+00,1.5058254019e+00,-2.9732843654e-15,-6.9809693716e-16,0.0000e+00
160.982,1.2799999990e-03,5.241834e-16,1.5058467803e+00,1.5058254019e+00,-2.9732843654e-15,-4.2054118100e-16,0.0000e+00
162.007,1.2799999990e-03,5.251765e-16,1.5058467803e+00,1.5058254019e+00,-2.9732843654e-15,-3.9278560538e-16,0.0000e+00
163.032,1.2799999990e-03,5.248225e-16,1.5058467803e+00,1.5058254019e+00,-2.9732843654e-15,-3.9278560538e-16,0.0000e+00
164.058,1.2799999990e-03,5.242279e-16,1.5058467803e+00,1.5058254019e+00,-2.4181728531e-15,-6.1483021031e-16,0.0000e+00
165.083,1.2799999990e-03,5.238261e-16,1.5058467803e+00,1.5058254019e+00,-2.4181728531e-15,-7.2585251277e-16,0.0000e+00
166.108,1.2799999990e-03,5.238122e-16,1.5058467803e+00,1.5058254019e+00,-2.5847063068e-15,-7.2585251277e-16,0.0000e+00
167.134,1.2799999990e-03,5.232790e-16,1.5058467803e+00,1.5058254019e+00,-2.4736840044e-15,-8.1085396309e-16,0.0000e+00
168.159,1.2799999990e-03,5.222849e-16,1.5058467803e+00,1.5058254019e+00,-2.3626617019e-15,-8.5248732652e-16,0.0000e+00
169.184,1.2799999990e-03,5.229300e-16,1.5058467803e+00,1.5058254019e+00,-2.3626617019e-15,-8.5248732652e-16,0.0000e+00
170.210,1.2799999990e-03,5.238849e-16,1.5058467803e+00,1.5058254019e+00,-2.3626617019e-15,-8.3167064481e-16,0.0000e+00
171.235,1.2799999990e-03,5.239619e-16,1.5058467803e+00,1.5058254019e+00,-2.3071505507e-15,-7.5534281186e-16,0.0000e+00
172.261,1.2799999990e-03,5.248695e-16,1.5058467803e+00,1.5058254019e+00,-2.3071505507e-15,-7.5534281186e-16,0.0000e+00
173.286,1.2799999990e-03,5.244140e-16,1.5058467803e+00,1.5058254019e+00,-2.3071505507e-15,-7.5534281186e-16,0.0000e+00
174.311,1.2799999990e-03,5.239649e-16,1.5058467803e+00,1.5058254019e+00,-2.2516393994e-15,-7.5534281186e-16,0.0000e+00
175.337,1.2799999990e-03,5.239906e-16,1.5058467803e+00,1.5058254019e+00,-2.2585918459e-15,-1.0320854164e-15,0.0000e+00
176.362,1.2799999990e-03,5.245660e-16,1.5058467803e+00,1.5058254019e+00,-2.2585918459e-15,-1.0320854164e-15,0.0000e+00
177.387,1.2799999990e-03,5.234365e-16,1.5058467803e+00,1.5058254019e+00,-2.2585918459e-15,-9.4881868954e-16,0.0000e+00
