t,rhoc_rel,errD,Snorm,Mb_rel,vatm,rstar_R
93.79,-4.66003475e-03,3.861414e-03,6.251209e-06,-1.0216716362e-11,2.4746e-01,1.1563
94.36,-4.33976618e-03,3.774396e-03,6.159957e-06,-1.0217160451e-11,2.5250e-01,1.1563
94.94,-3.90178514e-03,3.763634e-03,6.072461e-06,-1.0217049429e-11,2.5518e-01,1.1563
95.51,-3.38575554e-03,3.728434e-03,5.986506e-06,-1.0217604540e-11,2.5982e-01,1.1250
96.08,-2.83245335e-03,3.760480e-03,5.903429e-06,-1.0625833546e-11,2.6154e-01,1.1250
96.65,-2.27922616e-03,3.812562e-03,5.824231e-06,-1.0626610703e-11,2.6591e-01,1.1250
97.22,-1.75693531e-03,3.884636e-03,5.778212e-06,-1.0627387859e-11,2.6284e-01,1.1250
97.80,-1.28849807e-03,3.974558e-03,5.785084e-06,-1.0627387859e-11,2.0565e-01,1.1250
98.37,-8.88735719e-04,4.079490e-03,5.850339e-06,-1.0627498881e-11,1.1986e-01,1.1250
98.94,-5.65081184e-04,4.163779e-03,5.977235e-06,-1.0627609903e-11,5.4090e-02,1.1250
99.51,-3.18760703e-04,4.289490e-03,6.099155e-06,-1.0628053992e-11,4.4884e-02,1.1250
100.08,-1.46225764e-04,4.413276e-03,6.104175e-06,-1.0628831149e-11,4.9739e-02,1.1250
100.66,-4.07081771e-05,4.533042e-03,6.130345e-06,-1.0628720126e-11,5.4022e-02,1.1250
101.23,6.19206759e-06,4.650240e-03,6.220097e-06,-1.0628720126e-11,5.6975e-02,1.1250
101.80,2.97941260e-06,4.763341e-03,6.402912e-06,-1.0628831149e-11,5.8240e-02,1.1250
102.37,-4.30725544e-05,4.867387e-03,6.686008e-06,-1.0629830349e-11,5.7794e-02,1.1250
102.94,-1.26852132e-04,4.955683e-03,7.055616e-06,-1.0630163416e-11,5.5834e-02,1.1250
103.52,-2.45681479e-04,5.020326e-03,7.484111e-06,-1.0630163416e-11,5.2675e-02,1.1250
104.09,-3.98830275e-04,5.056974e-03,7.942691e-06,-1.0630940572e-11,4.8712e-02,1.1250
104.66,-5.86342253e-04,5.068542e-03,8.413237e-06,-1.0631162617e-11,4.4270e-02,1.1250
105.23,-8.07370322e-04,5.059253e-03,8.884769e-06,-1.0631828751e-11,3.9580e-02,1.1250
105.80,-1.05841343e-03,5.033751e-03,9.352753e-06,-1.0632050795e-11,3.4911e-02,1.1250
106.37,-1.33205334e-03,4.996896e-03,9.818128e-06,-1.0632161818e-11,3.0430e-02,1.1250
106.95,-1.61670109e-03,4.953582e-03,1.028517e-05,-1.0632605907e-11,3.5145e-02,1.1250
107.52,-1.89742335e-03,4.908303e-03,1.075829e-05,-1.0633716130e-11,4.2050e-02,1.1250
108.09,-2.15748543e-03,4.864721e-03,1.123880e-05,-1.0634271241e-11,4.9052e-02,1.1250
108.66,-2.38017044e-03,4.824083e-03,1.172275e-05,-1.0634160219e-11,5.6089e-02,1.1250
109.23,-2.55059554e-03,4.789467e-03,1.220079e-05,-1.0634382264e-11,6.3138e-02,1.1250
109.81,-2.65740374e-03,4.758433e-03,1.265976e-05,-1.0634826353e-11,7.0189e-02,1.1250
110.38,-2.69416412e-03,4.731066e-03,1.308525e-05,-1.0635492487e-11,7.7238e-02,1.1250
110.95,-2.66013519e-03,4.705481e-03,1.346394e-05,-1.0635603509e-11,8.4283e-02,1.1250
111.52,-2.56004890e-03,4.683074e-03,1.378491e-05,-1.0636380665e-11,9.1067e-02,1.1250
112.09,-2.40291093e-03,4.662892e-03,1.403980e-05,-1.0636380665e-11,9.7886e-02,1.1250
112.67,-2.20027318e-03,4.647523e-03,1.422246e-05,-1.0636491687e-11,1.0461e-01,1.1250
113.24,-1.96460923e-03,4.639362e-03,1.432818e-05,-1.0636602710e-11,1.1125e-01,1.1250
113.81,-1.70816283e-03,4.641001e-03,1.435200e-05,-1.0636380665e-11,1.1777e-01,1.1250
114.38,-1.44223660e-03,4.654144e-03,1.429043e-05,-1.0636935777e-11,1.2391e-01,1.1250
114.95,-1.17668392e-03,4.680236e-03,1.414193e-05,-1.0637379866e-11,1.3000e-01,1.1250
115.53,-9.19464555e-04,4.718825e-03,1.390838e-05,-1.0637490888e-11,1.3604e-01,1.1250
116.10,-6.76327101e-04,4.767666e-03,1.359554e-05,-1.0637823955e-11,1.4203e-01,1.1250
116.67,-4.50741546e-04,4.823629e-03,1.321398e-05,-1.0638601111e-11,1.4796e-01,1.1250
117.24,-2.44083120e-04,4.881838e-03,1.277931e-05,-1.0638601111e-11,1.5387e-01,1.1250
117.81,-5.59270498e-05,4.938356e-03,1.231188e-05,-1.0639156223e-11,1.5968e-01,1.1250
118.38,1.15683717e-04,4.988117e-03,1.183505e-05,-1.0639045200e-11,1.6546e-01,1.1250
118.96,2.74009862e-04,5.028549e-03,1.137113e-05,-1.0639156223e-11,1.7119e-01,1.1250
119.53,4.23332995e-04,5.056976e-03,1.093664e-05,-1.0639600312e-11,1.7687e-01,1.1250
120.10,5.68551058e-04,5.071737e-03,1.054002e-05,-1.0640044401e-11,1.8308e-01,1.1250
120.67,7.14699449e-04,5.072305e-03,1.018090e-05,-1.0640155423e-11,1.9002e-01,1.1250
121.24,8.66521374e-04,5.059232e-03,9.850194e-06,-1.0640821557e-11,1.9669e-01,1.1250
121.82,1.02817547e-03,5.034155e-03,9.530227e-06,-1.0640821557e-11,2.0354e-01,1.1250
122.39,1.20307385e-03,4.999769e-03,9.205398e-06,-1.0640821557e-11,2.0983e-01,1.1250
122.96,1.39379205e-03,4.959062e-03,8.859971e-06,-1.0641154624e-11,2.1632e-01,1.1250
123.53,1.60202167e-03,4.914153e-03,8.483769e-06,-1.0641820758e-11,2.2190e-01,1.1250
124.10,1.82857800e-03,4.867842e-03,8.073274e-06,-1.0641820758e-11,2.2738e-01,1.1250
124.68,2.07344925e-03,4.823456e-03,7.631086e-06,-1.0642375869e-11,2.3281e-01,1.1250
125.25,2.33582797e-03,4.784077e-03,7.166906e-06,-1.0641931780e-11,2.3817e-01,1.1250
125.82,2.61399465e-03,4.752339e-03,6.697609e-06,-1.0642819959e-11,2.4348e-01,1.1250
126.39,2.90499062e-03,4.731232e-03,6.225072e-06,-1.0642819959e-11,2.4874e-01,1.1250
126.96,3.20432201e-03,4.723275e-03,5.781542e-06,-1.0643153026e-11,2.5393e-01,1.1250
127.54,3.50613942e-03,4.729305e-03,5.401256e-06,-1.0643153026e-11,2.5907e-01,1.1250
128.11,3.80413399e-03,4.749878e-03,5.119730e-06,-1.0643708137e-11,2.6415e-01,1.1250
128.68,4.09293260e-03,4.785194e-03,4.967484e-06,-1.0644041204e-11,2.6918e-01,1.1250
